frame,landmark,x,y,z,visibility
0,0,0.23045223951339722,0.6845470666885376,-0.0006985219079069793,0.9997860789299011
0,1,0.21745795011520386,0.663625180721283,-0.03677589073777199,0.9998242259025574
0,2,0.21756801009178162,0.6605736017227173,-0.036884285509586334,0.9997990727424622
0,3,0.2177448570728302,0.6572018265724182,-0.0369865745306015,0.9998354911804199
0,4,0.2170526385307312,0.6636528372764587,0.013800092972815037,0.9998397827148438
0,5,0.21694043278694153,0.6606249809265137,0.013833204284310341,0.9998425245285034
0,6,0.21688708662986755,0.6571274399757385,0.013831011019647121,0.9999048709869385
0,7,0.2300027310848236,0.6281989812850952,-0.125890851020813,0.9998204112052917
0,8,0.22912198305130005,0.6279080510139465,0.09567897766828537,0.9999083280563354
0,9,0.2455839216709137,0.682695209980011,-0.026809656992554665,0.9997952580451965
0,10,0.2454422265291214,0.6831936836242676,0.03800778463482857,0.9997548460960388
0,11,0.3154485821723938,0.6388429999351501,-0.24181656539440155,0.9998975992202759
0,12,0.3301057517528534,0.578909695148468,0.2671974003314972,0.9998124241828918
0,13,0.3973473012447357,0.7911133766174316,-0.2589495778083801,0.9939458966255188
0,14,0.42260006070137024,0.7144228219985962,0.313735693693161,0.23468782007694244
0,15,0.3603155314922333,0.991828978061676,-0.17501114308834076,0.9932461977005005
0,16,0.3886381685733795,0.8477164506912231,0.2035241425037384,0.3682042062282562
0,17,0.3421173691749573,1.0212124586105347,-0.2210192233324051,0.9900349974632263
0,18,0.3707382082939148,0.8467227220535278,0.2071426957845688,0.3944607973098755
0,19,0.3348173499107361,1.0044889450073242,-0.18874116241931915,0.98875892162323
0,20,0.36592739820480347,0.8625228404998779,0.16439451277256012,0.38636764883995056
0,21,0.3418080508708954,0.9962882995605469,-0.1607130467891693,0.980413019657135
0,22,0.3697734475135803,0.872622013092041,0.18183939158916473,0.38191208243370056
0,23,0.5555787682533264,0.6696932315826416,-0.14336375892162323,0.9993335604667664
0,24,0.5610624551773071,0.6166884899139404,0.1434062421321869,0.9985489249229431
0,25,0.7372700572013855,0.7442931532859802,-0.10590579360723495,0.8279280662536621
0,26,0.7307140827178955,0.7007657289505005,0.19089429080486298,0.20296211540699005
0,27,0.9069923162460327,0.777759313583374,-0.010081494227051735,0.8567442297935486
0,28,0.884282112121582,0.7455418109893799,0.28057998418807983,0.3249681293964386
0,29,0.9384661316871643,0.7567266821861267,-0.0037657697685062885,0.9423537850379944
0,30,0.9149636626243591,0.7237251400947571,0.2869430482387543,0.5465236306190491
0,31,0.9177440404891968,0.8655290603637695,-0.06950495392084122,0.8582785725593567
0,32,0.8957082033157349,0.8600094318389893,0.21831457316875458,0.5323936939239502
1,0,0.23049363493919373,0.6788266897201538,0.005713258404284716,0.999804675579071
1,1,0.2174815982580185,0.656497597694397,-0.0288542490452528,0.9998385906219482
1,2,0.2175801545381546,0.6525129675865173,-0.02895832061767578,0.9998156428337097
1,3,0.21776534616947174,0.6482894420623779,-0.02900516800582409,0.9998490214347839
1,4,0.21712490916252136,0.658250629901886,0.019516047090291977,0.9998528957366943
1,5,0.21700268983840942,0.6555202603340149,0.01952996291220188,0.9998551607131958
1,6,0.2169584333896637,0.6525099277496338,0.019516607746481895,0.9999125003814697
1,7,0.23000237345695496,0.6187297105789185,-0.10861324518918991,0.9998340010643005
1,8,0.22914695739746094,0.6205487251281738,0.10123629868030548,0.9999151229858398
1,9,0.24573566019535065,0.673313558101654,-0.01709248498082161,0.999810516834259
1,10,0.24570487439632416,0.6762135028839111,0.04459698870778084,0.9997730255126953
1,11,0.3150097131729126,0.6265604496002197,-0.20872001349925995,0.9999027848243713
1,12,0.3358601927757263,0.5606618523597717,0.2589608132839203,0.9998108148574829
1,13,0.3963874280452728,0.788634717464447,-0.2546602487564087,0.9930453896522522
1,14,0.42368561029434204,0.6955714821815491,0.3170098066329956,0.2337828129529953
1,15,0.3603171706199646,0.9881198406219482,-0.2263609915971756,0.9927904605865479
1,16,0.39224758744239807,0.828753650188446,0.2722424566745758,0.3687954246997833
1,17,0.3412313759326935,1.009676456451416,-0.2673964202404022,0.9895759224891663
1,18,0.3735862672328949,0.822416365146637,0.2827359437942505,0.3928566575050354
1,19,0.3336576223373413,0.9946683645248413,-0.24050076305866241,0.9882022142410278
1,20,0.3691880404949188,0.8324099183082581,0.24428802728652954,0.3847125172615051
1,21,0.3410877585411072,0.987292468547821,-0.2145584374666214,0.9796262383460999
1,22,0.373675674200058,0.8392733931541443,0.25402042269706726,0.38076210021972656
1,23,0.5549569725990295,0.6685736179351807,-0.13646721839904785,0.9993511438369751
1,24,0.5607306957244873,0.61598140001297,0.13657991588115692,0.9985438585281372
1,25,0.7452564239501953,0.7441648840904236,-0.1261865198612213,0.8287100195884705
1,26,0.7406081557273865,0.7004425525665283,0.12754985690116882,0.1997220814228058
1,27,0.9349523186683655,0.795882523059845,-0.10137712955474854,0.8627720475196838
1,28,0.91914963722229,0.7639780044555664,0.15837343037128448,0.33692052960395813
1,29,0.968317449092865,0.7938260436058044,-0.1038869246840477,0.9429941177368164
1,30,0.9587162733078003,0.7653900980949402,0.15658874809741974,0.5567461848258972
1,31,0.9211053252220154,0.9234974980354309,-0.18984860181808472,0.8656631708145142
1,32,0.9055595993995667,0.8802436590194702,0.07875522971153259,0.5481785535812378
2,0,0.2339525669813156,0.6670985817909241,0.00695685064420104,0.9998214840888977
2,1,0.21985121071338654,0.6454499959945679,-0.027366885915398598,0.999851644039154
2,2,0.21996110677719116,0.6413743495941162,-0.027462713420391083,0.9998306035995483
2,3,0.22018393874168396,0.6369380354881287,-0.02748936600983143,0.9998613595962524
2,4,0.21963542699813843,0.6474222540855408,0.021692220121622086,0.9998646378517151
2,5,0.21957145631313324,0.6447935700416565,0.021700887009501457,0.9998664259910583
2,6,0.21959634125232697,0.6417135000228882,0.021694015711545944,0.9999193549156189
2,7,0.23242618143558502,0.6050370931625366,-0.10776238888502121,0.9998459219932556
2,8,0.2316167801618576,0.6060450673103333,0.10657700896263123,0.9999207258224487
2,9,0.24959871172904968,0.6592694520950317,-0.016281286254525185,0.9998243451118469
2,10,0.2498210221529007,0.6626425385475159,0.04646584764122963,0.9997891187667847
2,11,0.3168157637119293,0.6119467616081238,-0.21185842156410217,0.9999068379402161
2,12,0.34236809611320496,0.5451579689979553,0.2581368684768677,0.9998055696487427
2,13,0.39307841658592224,0.7845538854598999,-0.26162731647491455,0.9925561547279358
2,14,0.4235529601573944,0.6914541721343994,0.3172397315502167,0.23896031081676483
2,15,0.3596072494983673,0.9858196377754211,-0.25230851769447327,0.992425799369812
2,16,0.3922659456729889,0.8299968242645264,0.2610487639904022,0.37369808554649353
2,17,0.3387153744697571,1.0033974647521973,-0.29643547534942627,0.9891393184661865
2,18,0.373520165681839,0.8249990344047546,0.27024802565574646,0.39408618211746216
2,19,0.332097589969635,0.9874976277351379,-0.2680789828300476,0.9876651763916016
2,20,0.3691936731338501,0.8335616588592529,0.22869032621383667,0.3860023617744446
2,21,0.34028691053390503,0.9815014600753784,-0.2402748018503189,0.9788638353347778
2,22,0.3737656772136688,0.8422684073448181,0.24088340997695923,0.3828911781311035
2,23,0.5549562573432922,0.664898157119751,-0.13447219133377075,0.9993562698364258
2,24,0.560829222202301,0.6134993433952332,0.1345931887626648,0.9985098242759705
2,25,0.7481675744056702,0.7420274615287781,-0.12828406691551208,0.8309334516525269
2,26,0.745136022567749,0.6997324824333191,0.12498800456523895,0.20011630654335022
2,27,0.9405059814453125,0.802242636680603,-0.09879875928163528,0.8698112964630127
2,28,0.9221357703208923,0.7688015699386597,0.1668868064880371,0.3523330092430115
2,29,0.9749416708946228,0.8012205362319946,-0.10159755498170853,0.9441986680030823
2,30,0.9636678099632263,0.7709320187568665,0.16621549427509308,0.5691318511962891
2,31,0.9210061430931091,0.9336291551589966,-0.19414572417736053,0.8730757236480713
2,32,0.9048182368278503,0.8850255608558655,0.08594770729541779,0.5656007528305054
3,0,0.23507623374462128,0.6617528200149536,0.009965719655156136,0.9998350739479065
3,1,0.22088077664375305,0.640181303024292,-0.023969095200300217,0.9998618960380554
3,2,0.22100280225276947,0.6359605193138123,-0.024063212797045708,0.9998424053192139
3,3,0.22124214470386505,0.6315569281578064,-0.024086765944957733,0.9998711943626404
3,4,0.22077791392803192,0.6423859596252441,0.024845894426107407,0.9998735189437866
3,5,0.22079044580459595,0.6396099925041199,0.024852268397808075,0.9998745322227478
3,6,0.22086936235427856,0.6364001631736755,0.024851003661751747,0.9999243021011353
3,7,0.2337082326412201,0.5991142988204956,-0.10476045310497284,0.9998549222946167
3,8,0.23276202380657196,0.6000078916549683,0.10866359621286392,0.9999238848686218
3,9,0.2512274384498596,0.6538897156715393,-0.013586202636361122,0.9998347759246826
3,10,0.25168880820274353,0.6571718454360962,0.049033716320991516,0.9997999668121338
3,11,0.3173629343509674,0.604968786239624,-0.20969465374946594,0.9999106526374817
3,12,0.34589436650276184,0.537311315536499,0.256291002035141,0.9997946619987488
3,13,0.39074695110321045,0.782248854637146,-0.2591300308704376,0.9923139214515686
3,14,0.42324692010879517,0.6926275491714478,0.31786543130874634,0.24285800755023956
3,15,0.3593812882900238,0.9823629856109619,-0.23937253654003143,0.9921307563781738
3,16,0.39217862486839294,0.8329361081123352,0.26072102785110474,0.3757641911506653
3,17,0.3377997577190399,1.000740885734558,-0.2817637622356415,0.9887810349464417
3,18,0.3734636604785919,0.8271996974945068,0.26854565739631653,0.39343947172164917
3,19,0.3309459984302521,0.9849449992179871,-0.2553656995296478,0.987236499786377
3,20,0.36912500858306885,0.836889922618866,0.22696362435817719,0.38541120290756226
3,21,0.33971256017684937,0.9792099595069885,-0.22766490280628204,0.9783210158348083
3,22,0.3736593425273895,0.8452286124229431,0.24025920033454895,0.38292959332466125
3,23,0.5547596216201782,0.6624985337257385,-0.13205571472644806,0.9993543028831482
3,24,0.5608642101287842,0.6115120053291321,0.13219131529331207,0.9984580874443054
